11.150476190	3
11.375986395	4
11.610294785	1
11.861746032	2
12.079569161	3
12.318095238	4
12.523310658	1
12.738775510	2
12.978344671	3
13.198639456	4
13.444195011	1
13.658548753	2
13.893197279	3
14.111519274	4
14.340430839	1
14.568049887	2
14.800884354	3
15.007301587	4
15.233287982	1
15.457256236	2
15.680657596	3
15.934058957	4
